Height_cm,Weight_kg,BMI,Days_Since_Enroll,City_Mumbai,City_Pune,Pass
1.458117345994577,1.6248950902222992,1.468514183864361,1.9494287629898628,-0.4472135954999578,-0.7071067811865475,0
0.7525766947068792,-0.0795403191017912,-0.4868142175984573,0.3123972681962269,-0.4472135954999578,-0.7071067811865475,1
-1.646261519671294,-1.3067338138151363,-1.1012595202253184,-0.3507924631700648,-0.4472135954999578,1.4142135623730951,1
0.7525766947068792,-0.0795403191017912,-0.4868142175984573,0.3123972681962269,-0.4472135954999578,-0.7071067811865475,1
0.7525766947068792,-0.0795403191017912,-0.4868142175984573,0.3123972681962269,-0.4472135954999578,-0.7071067811865475,1
0.3292523039342603,0.943120926492663,1.289931558962958,0.0575927924607569,2.2360679774997894,-0.7071067811865475,0
-1.646261519671294,-1.3067338138151363,-1.1012595202253184,-0.3507924631700648,-0.4472135954999578,1.4142135623730951,1
-1.646261519671294,-1.3067338138151363,-1.1012595202253184,-0.3507924631700648,-0.4472135954999578,1.4142135623730951,1
-1.646261519671294,-1.3067338138151363,-1.1012595202253184,-0.3507924631700648,-0.4472135954999578,1.4142135623730951,1
0.7525766947068792,-0.0795403191017912,-0.4868142175984573,0.3123972681962269,-0.4472135954999578,-0.7071067811865475,1
1.458117345994577,1.6248950902222992,1.468514183864361,1.9494287629898628,-0.4472135954999578,-0.7071067811865475,0
-1.646261519671294,-1.3067338138151363,-1.1012595202253184,-0.3507924631700648,-0.4472135954999578,1.4142135623730951,1
-0.2351802170958979,-0.4204274009666093,-0.4353582070336458,-1.1221868349171726,-0.4472135954999578,1.4142135623730951,1
0.7525766947068792,-0.0795403191017912,-0.4868142175984573,0.3123972681962269,-0.4472135954999578,-0.7071067811865475,1
0.3292523039342603,0.943120926492663,1.289931558962958,0.0575927924607569,2.2360679774997894,-0.7071067811865475,0
1.458117345994577,1.6248950902222992,1.468514183864361,1.9494287629898628,-0.4472135954999578,-0.7071067811865475,0
-0.2351802170958979,-0.4204274009666093,-0.4353582070336458,-1.1221868349171726,-0.4472135954999578,1.4142135623730951,1
-0.2351802170958979,-0.4204274009666093,-0.4353582070336458,-1.1221868349171726,-0.4472135954999578,1.4142135623730951,1
